,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
382884,13473,4,932,"Anne is furry. Anne is not kind. Anne is not nice. Anne is red. Bob is not round. Dave is furry. Dave is not nice. If something is furry and round then it is cold. If something is white and furry then it is cold. If something is cold then it is red. All kind, white things are round. Red things are round. Cold things are not white. If Bob is not nice then Bob is not round. If Dave is nice and Dave is round then Dave is not kind.",Anne is cold.,True,OWA,test,3,AttNeg-OWA-D3-1355,3,7,8,2,4,proof,[(((triple1 ((triple4) -> rule5)) -> rule1))]
386966,17555,4,1212,"Anne is furry. Anne is nice. Anne is rough. Anne is young. Dave is green. Dave is rough. Dave is young. If something is round and rough then it is green. Green things are white. If something is white and green then it is young. White, nice things are furry. If Anne is nice then Anne is furry. Young, rough things are white. All white things are round. Round things are rough.",Anne is round.,True,OWA,test,3,AttNoneg-OWA-D3-1245,3,7,8,2,4,proof,[(((((triple4 triple3) -> rule6)) -> rule7))]
479664,9795,4,464,"Anne is cold. Anne is furry. Anne is red. Dave is young. Gary is nice. Gary is young. Harry is not blue. All nice people are red. All furry people are blue. All furry, red people are quiet. Blue people are cold. Young people are cold. Cold people are furry. If Dave is blue then Dave is red. If Gary is furry then Gary is nice.",Gary is furry.,True,OWA,test,5,AttNeg-OWA-D5-103,5,7,8,2,3,proof,[(((((triple6) -> rule5)) -> rule6))]
454296,54237,4,2579,"Charlie is blue. Charlie is kind. Charlie is rough. Dave is cold. Erin is red. Erin is rough. Gary is furry. Kind people are furry. If Dave is kind then Dave is furry. If someone is furry and red then they are quiet. Cold people are blue. If someone is rough then they are quiet. All blue people are quiet. All cold, quiet people are red. If Dave is red then Dave is kind.",Dave is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1236,5,7,8,2,3,proof,[(((((triple4) -> rule4)) -> rule6))]
217418,17405,4,1565,The cat eats the tiger. The cat is cold. The cat is young. The cat visits the tiger. The tiger is green. The tiger sees the cat. The tiger visits the cat. If something eats the cat and it eats the tiger then it sees the cat. If the cat eats the tiger then the cat sees the tiger. If something is young then it sees the tiger. If something eats the tiger then the tiger visits the cat. If something is young and it sees the tiger then the tiger is cold. If something eats the cat then it is green. If something is cold then it sees the cat. If something is young then it eats the tiger.,The tiger is cold.,True,OWA,train,2,RelNoneg-OWA-D2-603,2,7,8,2,4,proof,[(((triple3 ((triple1) -> rule2)) -> rule5) OR ((triple3 ((triple3) -> rule3)) -> rule5) OR ((triple3 ((((triple3) -> rule8)) -> rule2)) -> rule5))]
452556,52497,4,2496,"Anne is kind. Anne is nice. Anne is young. Erin is red. Gary is blue. Gary is young. Harry is nice. Kind, big people are young. If someone is young then they are red. If Harry is blue and Harry is kind then Harry is nice. All kind people are young. Rough people are big. If someone is big and rough then they are kind. If someone is nice and kind then they are rough. If someone is nice then they are rough.",Harry is big.,True,OWA,train,5,AttNoneg-OWA-D5-786,5,7,8,2,3,proof,[(((((triple7) -> rule8)) -> rule5))]
257180,57167,4,5158,"Anne is kind. Gary is big. Gary is blue. Gary is cold. Gary is furry. Harry is blue. Harry is kind. Furry people are kind. Cold, blue people are kind. All furry, kind people are nice. Nice people are cold. If Harry is white then Harry is cold. If someone is nice then they are furry. All nice, blue people are white. If Harry is blue and Harry is nice then Harry is kind.",Gary is nice.,True,OWA,train,2,AttNoneg-OWA-D2-1432,3,7,8,2,4,proof,[(((triple5 ((triple5) -> rule1)) -> rule3) OR ((triple5 ((triple4 triple3) -> rule2)) -> rule3))]
338224,38201,4,2653,"Bob is green. Bob is quiet. Bob is white. Fiona is green. Gary is kind. Gary is quiet. Harry is kind. All red people are green. Red people are quiet. All big, rough people are green. Green people are red. If Gary is quiet and Gary is green then Gary is big. If Gary is quiet and Gary is big then Gary is rough. If someone is quiet then they are red. Big, green people are kind.",Fiona is quiet.,True,OWA,train,3,AttNoneg-OWA-D3-675,4,7,8,2,3,proof,[(((((triple4) -> rule4)) -> rule2))]
364810,64787,4,4497,"Charlie is blue. Charlie is not kind. Charlie is smart. Charlie is not young. Erin is round. Erin is young. Harry is kind. If someone is quiet then they are green. All quiet, kind people are green. If someone is blue and not round then they are green. Blue, green people are kind. Smart people are blue. If someone is green then they are blue. If Erin is young then Erin is green. If someone is green and not round then they are not quiet.",Erin is blue.,True,OWA,train,3,AttNeg-OWA-D3-137,3,7,8,2,3,proof,[(((((triple6) -> rule7)) -> rule6))]
203568,3555,4,320,"Bob is green. Bob is red. Erin is smart. Fiona is blue. Fiona is quiet. Fiona is smart. Gary is quiet. If someone is green and not blue then they are smart. Blue, green people are red. If Erin is quiet then Erin is not big. If someone is smart and green then they are quiet. If someone is kind then they are not big. Red, green people are kind. All quiet, green people are not kind. If Bob is not smart then Bob is quiet.",Bob is not big.,True,OWA,train,2,AttNeg-OWA-D2-1975,2,7,8,2,4,proof,[(((((triple2 triple1) -> rule6)) -> rule5))]
277968,7879,4,711,The dog chases the rabbit. The dog is young. The dog sees the rabbit. The rabbit is kind. The rabbit sees the dog. The tiger eats the dog. The tiger is big. If someone chases the rabbit then they are red. If someone sees the rabbit and they are red then they are big. If someone sees the dog and they eat the rabbit then the dog eats the rabbit. If the rabbit eats the tiger then the rabbit is young. If someone sees the tiger and they see the dog then the tiger eats the dog. If someone is red then they eat the tiger. If someone eats the tiger and the tiger chases the rabbit then the rabbit is young. If the rabbit is red and the rabbit eats the tiger then the rabbit is big.,The dog is big.,True,OWA,test,2,RelNoneg-OWA-D2-1898,2,7,8,2,4,proof,[(((triple3 ((triple1) -> rule1)) -> rule2))]
483688,13819,4,654,Anne is round. Bob is round. Fiona is red. Fiona is smart. Fiona is young. Harry is not big. Harry is cold. Young people are round. All quiet people are cold. Big people are not cold. If Harry is smart and Harry is red then Harry is round. Smart people are young. If someone is cold then they are smart. If Bob is young then Bob is not big. All round people are quiet.,Anne is cold.,True,OWA,test,5,AttNeg-OWA-D5-1147,5,7,8,2,3,proof,[(((((triple1) -> rule8)) -> rule2))]
363468,63445,4,4404,"Anne is furry. Anne is quiet. Anne is round. Anne is smart. Gary is quiet. Gary is red. Gary is rough. Quiet people are round. If Gary is rough and Gary is round then Gary is furry. Rough, round people are red. If Gary is nice and Gary is smart then Gary is furry. If Gary is quiet then Gary is red. If Gary is red and Gary is rough then Gary is round. Round people are rough. Furry people are smart.",Gary is furry.,True,OWA,train,3,AttNoneg-OWA-D3-714,3,7,8,2,4,proof,[(((triple7 ((triple5) -> rule1)) -> rule2) OR ((triple7 ((triple6 triple7) -> rule6)) -> rule2) OR ((triple7 ((((triple5) -> rule5) triple7) -> rule6)) -> rule2) OR ((((((triple5) -> rule1)) -> rule7) ((triple5) -> rule1)) -> rule2) OR ((((((triple5) -> rule1)) -> rule7) ((triple6 triple7) -> rule6)) -> rule2) OR ((((((triple5) -> rule1)) -> rule7) ((((triple5) -> rule5) triple7) -> rule6)) -> rule2))]
382572,13161,4,909,"Gary is furry. Gary is quiet. Gary is red. Gary is white. Harry is big. Harry is quiet. Harry is red. All furry, quiet people are young. All quiet people are big. If someone is red then they are big. If someone is furry and quiet then they are nice. If Harry is quiet then Harry is red. Furry, young people are white. Quiet people are furry. All quiet, furry people are young.",Harry is nice.,True,OWA,test,3,AttNoneg-OWA-D3-852,3,7,8,2,4,proof,[(((((triple6) -> rule7) triple6) -> rule4))]
372034,2623,4,180,"Erin is blue. Erin is nice. Erin is quiet. Fiona is green. Fiona is nice. Fiona is quiet. Fiona is white. All smart things are quiet. If something is blue and quiet then it is green. All green things are cold. Cold, blue things are nice. If something is cold then it is smart. All green things are cold. If something is blue and green then it is nice. If Erin is green and Erin is smart then Erin is blue.",Erin is cold.,True,OWA,test,3,AttNoneg-OWA-D3-1033,3,7,8,2,4,proof,[(((((triple1 triple3) -> rule2)) -> rule3) OR ((((triple1 triple3) -> rule2)) -> rule6))]
465002,64943,4,3093,The cat eats the cow. The cat is kind. The cat visits the dog. The cow sees the dog. The dog is red. The dog visits the rabbit. The rabbit sees the cow. If the cat eats the cow then the cow is round. If something visits the cow and it is round then the cow visits the cat. If something eats the rabbit then it sees the cow. If something visits the cat and it visits the dog then it is cold. If something eats the rabbit and it sees the cow then the rabbit is round. If something eats the cow then the cow is kind. If something is round then it eats the rabbit. If something visits the rabbit and it sees the dog then the dog visits the cat.,The cow eats the rabbit.,True,OWA,train,5,RelNoneg-OWA-D5-235,5,7,8,2,3,proof,[(((((triple1) -> rule1)) -> rule7))]
355100,55077,4,3825,Anne is not big. Anne is quiet. Anne is not young. Erin is not big. Erin is green. Harry is furry. Harry is not green. If something is furry then it is quiet. If something is furry then it is quiet. White things are young. If something is white then it is furry. Green things are white. White things are green. If something is white and not big then it is green. If Harry is white then Harry is green.,Erin is young.,True,OWA,train,3,AttNeg-OWA-D3-481,3,7,8,2,3,proof,[(((((triple5) -> rule5)) -> rule3))]
394416,4659,4,322,The bear chases the rabbit. The bear likes the rabbit. The rabbit chases the bear. The rabbit is blue. The rabbit is green. The rabbit likes the bear. The rabbit sees the bear. If something likes the rabbit and it is blue then it likes the bear. If something chases the rabbit and it sees the bear then the bear sees the rabbit. If the bear chases the rabbit and the bear sees the rabbit then the bear likes the rabbit. If something chases the bear then it chases the rabbit. If something chases the bear then it is red. If something sees the bear and it chases the rabbit then the bear likes the rabbit. If something sees the rabbit and it chases the rabbit then it is red. If something chases the bear then the bear is blue.,The bear likes the bear.,True,OWA,dev,3,RelNoneg-OWA-D3-86,3,7,8,2,4,proof,[(((triple2 ((triple3) -> rule8)) -> rule1) OR ((((triple7 ((triple3) -> rule4)) -> rule6) ((triple3) -> rule8)) -> rule1) OR ((((triple1 ((((triple3) -> rule4) triple7) -> rule2)) -> rule3) ((triple3) -> rule8)) -> rule1))]
350566,50543,4,3507,The bear is rough. The bear is round. The cat chases the rabbit. The cat chases the tiger. The rabbit is round. The rabbit needs the tiger. The tiger needs the bear. If the rabbit visits the cat then the rabbit visits the tiger. If something chases the rabbit then the rabbit chases the cat. If something needs the bear and the bear is round then it chases the cat. If the bear visits the cat and the bear needs the cat then the bear needs the tiger. If something chases the rabbit and it chases the tiger then the tiger needs the bear. If something visits the rabbit and the rabbit is rough then the rabbit is green. If something visits the tiger and it needs the tiger then the tiger is round. If something needs the tiger then it visits the cat.,The rabbit visits the tiger.,True,OWA,train,3,RelNoneg-OWA-D3-318,3,7,8,2,3,proof,[(((((triple6) -> rule8)) -> rule1))]
290144,215,4,19,"Charlie is big. Charlie is blue. Charlie is green. Gary is big. Gary is quiet. Gary is smart. Gary is white. All nice people are white. All big, nice people are blue. White, big people are blue. White people are smart. All big, nice people are blue. All blue people are green. Nice people are big. If Gary is quiet then Gary is big.",Gary is green.,True,OWA,dev,2,AttNoneg-OWA-D2-2060,2,7,8,2,4,proof,[(((((triple7 triple4) -> rule3)) -> rule6) OR ((((triple7 ((triple5) -> rule8)) -> rule3)) -> rule6))]
388810,19399,4,1340,The dog is young. The dog likes the squirrel. The lion eats the dog. The lion likes the dog. The squirrel chases the dog. The squirrel eats the lion. The squirrel likes the lion. If something is young and it eats the dog then the dog is rough. If something is cold then it is young. If something likes the squirrel then it eats the dog. If the squirrel eats the lion and the lion is cold then the squirrel eats the dog. Rough things are cold. If something likes the lion then it chases the squirrel. If the squirrel likes the dog then the dog chases the lion. If something likes the lion then it likes the squirrel.,The squirrel eats the dog.,True,OWA,test,3,RelNoneg-OWA-D3-1502,3,7,8,2,3,proof,[(((((triple7) -> rule8)) -> rule3))]
499076,9177,4,435,"Bob is green. Bob is not nice. Dave is furry. Erin is furry. Erin is nice. Fiona is big. Fiona is not furry. Kind things are young. Young, big things are green. If something is young then it is green. If something is big and rough then it is not nice. If something is big then it is nice. If Bob is furry then Bob is young. If something is furry then it is big. If something is nice then it is kind.",Dave is nice.,True,OWA,dev,5,AttNeg-OWA-D5-489,5,7,8,2,3,proof,[(((((triple3) -> rule7)) -> rule5))]
447008,46949,4,2233,"Anne is not furry. Anne is not red. Charlie is smart. Charlie is young. Dave is furry. Dave is young. Gary is cold. All kind, green things are cold. All kind, young things are green. If something is furry and red then it is green. Furry things are green. All young things are kind. If something is cold then it is red. If something is kind then it is young. Red, kind things are furry.",Charlie is green.,True,OWA,train,5,AttNeg-OWA-D5-1186,5,7,8,2,4,proof,[(((((triple4) -> rule5) triple4) -> rule2))]
391810,2053,4,140,"Anne is cold. Anne is round. Anne is not smart. Gary is not big. Gary is blue. Gary is nice. Harry is round. Quiet people are big. If Anne is nice then Anne is not big. If someone is nice and not blue then they are smart. Nice, quiet people are smart. All cold, blue people are smart. If someone is round then they are cold. If someone is big then they are round. If someone is blue and not big then they are round.",Gary is cold.,True,OWA,dev,3,AttNeg-OWA-D3-1121,3,7,8,2,4,proof,[(((((triple5 triple4) -> rule8)) -> rule6))]
432936,32877,4,1569,"Erin is round. Erin is young. Fiona is not cold. Fiona is white. Gary is kind. Gary is rough. Harry is white. If something is round and kind then it is white. All rough, furry things are white. If Gary is cold then Gary is young. If Erin is cold and Erin is furry then Erin is not young. Kind things are furry. Rough, young things are kind. All young, furry things are not round. All white, rough things are cold.",Gary is white.,True,OWA,train,5,AttNeg-OWA-D5-448,5,7,8,2,4,proof,[(((triple6 ((triple5) -> rule5)) -> rule2))]
498784,8885,4,420,"Bob is nice. Bob is round. Bob is young. Dave is round. Erin is big. Erin is red. Gary is young. All round things are nice. All nice, big things are white. If something is big and white then it is round. Young things are nice. Big, red things are young. All nice things are quiet. All quiet things are big. Young, quiet things are red.",Bob is red.,True,OWA,dev,5,AttNoneg-OWA-D5-203,5,7,8,2,4,proof,[(((triple3 ((triple1) -> rule6)) -> rule8) OR ((triple3 ((((triple2) -> rule1)) -> rule6)) -> rule8) OR ((triple3 ((((triple3) -> rule4)) -> rule6)) -> rule8))]
470908,1039,4,47,"Bob is kind. Erin is big. Erin is quiet. Fiona is kind. Fiona is rough. Gary is nice. Gary is smart. If something is quiet and smart then it is furry. Rough, big things are kind. If something is big and kind then it is quiet. If something is quiet and big then it is kind. Rough things are big. Smart things are kind. Nice, furry things are quiet. If something is kind then it is rough.",Fiona is quiet.,True,OWA,test,5,AttNoneg-OWA-D5-984,5,7,8,2,4,proof,[(((((triple5) -> rule5) triple4) -> rule3) OR ((((((triple4) -> rule8)) -> rule5) triple4) -> rule3) OR ((((triple5) -> rule5) ((triple5 ((triple5) -> rule5)) -> rule2)) -> rule3) OR ((((((triple4) -> rule8)) -> rule5) ((triple5 ((triple5) -> rule5)) -> rule2)) -> rule3))]
269346,69333,4,6264,The cow does not visit the tiger. The mouse chases the cow. The mouse is cold. The mouse is nice. The squirrel is big. The squirrel visits the mouse. The tiger visits the squirrel. If something visits the cow then the cow visits the tiger. If something visits the cow and it is big then it is nice. If something chases the tiger and it is not kind then it is not nice. If something visits the mouse then it chases the mouse. If something is big then it visits the tiger. If something visits the tiger then the tiger does not chase the squirrel. If the cow chases the mouse and the mouse visits the tiger then the mouse needs the tiger. If the tiger needs the squirrel and the cow does not visit the tiger then the cow is nice.,The tiger does not chase the squirrel.,True,OWA,train,2,RelNeg-OWA-D2-1018,2,7,8,2,3,proof,[(((((triple5) -> rule5)) -> rule6))]
399940,10183,4,710,The bald eagle is blue. The bear eats the rabbit. The bear is blue. The bear is nice. The mouse does not visit the rabbit. The rabbit chases the mouse. The rabbit is blue. If someone eats the bald eagle then the bald eagle visits the rabbit. If someone is blue and they do not eat the mouse then the mouse visits the bald eagle. If someone chases the mouse and the mouse is kind then the mouse does not visit the bald eagle. If someone eats the rabbit and they chase the mouse then they are not cold. If the mouse does not eat the bear then the mouse chases the bear. If someone is cold then they visit the mouse. If the rabbit is blue then the rabbit eats the bald eagle. If someone visits the rabbit then the rabbit is not cold.,The bald eagle visits the rabbit.,True,OWA,dev,3,RelNeg-OWA-D3-586,3,7,8,2,3,proof,[(((((triple7) -> rule7)) -> rule1))]
493498,3599,4,170,The bald eagle is kind. The bald eagle is not red. The bald eagle likes the dog. The dog needs the lion. The lion does not need the bald eagle. The mouse likes the dog. The mouse does not see the dog. If someone needs the mouse then the mouse does not see the bald eagle. If someone needs the dog then the dog needs the lion. If someone is rough then they see the mouse. If someone sees the mouse then the mouse is kind. If someone needs the lion then they do not see the bald eagle. If someone sees the dog then they need the mouse. All kind people are rough. If someone sees the mouse then they like the lion.,The bald eagle sees the mouse.,True,OWA,dev,5,RelNeg-OWA-D5-940,6,7,8,2,3,proof,[(((((triple1) -> rule7)) -> rule3))]
363294,63271,4,4392,The cat likes the tiger. The cat does not see the tiger. The mouse is not kind. The squirrel likes the mouse. The tiger likes the mouse. The tiger likes the squirrel. The tiger sees the mouse. If someone likes the mouse then the mouse visits the squirrel. If someone visits the squirrel and the squirrel visits the cat then the cat is kind. If the mouse visits the squirrel then the mouse likes the tiger. If the mouse likes the tiger then the mouse is green. If someone visits the mouse then they see the cat. If the mouse is kind then the mouse likes the squirrel. If someone likes the squirrel and they like the mouse then the squirrel sees the cat. If the squirrel sees the cat and the squirrel is kind then the squirrel is not rough.,The mouse likes the tiger.,True,OWA,train,3,RelNeg-OWA-D3-1342,3,7,8,2,3,proof,[(((((triple4) -> rule1)) -> rule3) OR ((((triple5) -> rule1)) -> rule3))]
356734,56711,4,3937,"Anne is red. Charlie is red. Dave is kind. Dave is red. Dave is smart. Fiona is furry. Fiona is red. If Fiona is smart then Fiona is red. If something is smart then it is quiet. Red things are furry. If something is furry then it is quiet. If something is young then it is kind. All kind things are red. If Anne is furry and Anne is young then Anne is nice. All red, quiet things are smart.",Fiona is smart.,True,OWA,train,3,AttNoneg-OWA-D3-1589,3,7,8,2,4,proof,[(((triple7 ((triple6) -> rule4)) -> rule8) OR ((triple7 ((((triple7) -> rule3)) -> rule4)) -> rule8))]
406772,6713,4,320,"Charlie is kind. Dave is kind. Fiona is kind. Harry is big. Harry is kind. Harry is red. Harry is white. All young people are red. If Fiona is red then Fiona is big. If someone is kind then they are young. All big, kind people are red. All white people are cold. If someone is big and red then they are white. Cold people are white. If someone is kind and white then they are cold.",Dave is red.,True,OWA,train,5,AttNoneg-OWA-D5-584,5,7,8,2,3,proof,[(((((triple2) -> rule3)) -> rule1))]
392542,2785,4,192,"Fiona is big. Fiona is red. Fiona is round. Harry is big. Harry is furry. Harry is round. Harry is young. All round, young things are red. If something is young then it is furry. If Fiona is red then Fiona is big. If Fiona is young then Fiona is furry. All furry, round things are smart. All big, furry things are young. If something is round then it is young. If something is young then it is furry.",Fiona is furry.,True,OWA,dev,3,AttNoneg-OWA-D3-1507,3,7,8,2,3,proof,[(((((triple3) -> rule7)) -> rule2) OR ((((triple3) -> rule7)) -> rule4) OR ((((triple3) -> rule7)) -> rule8))]
297848,7919,4,716,The dog does not like the mouse. The dog needs the lion. The dog does not see the mouse. The lion sees the mouse. The mouse likes the tiger. The tiger is blue. The tiger sees the dog. If someone sees the dog then they need the tiger. If someone needs the tiger then the tiger does not need the lion. If the dog sees the tiger then the tiger is not kind. If someone likes the tiger then they do not see the tiger. If someone likes the dog and the dog needs the tiger then the dog needs the mouse. If the mouse needs the tiger then the tiger does not see the mouse. If someone needs the mouse then the mouse sees the dog. If someone likes the dog then the dog needs the lion.,The tiger does not need the lion.,True,OWA,dev,2,RelNeg-OWA-D2-1885,2,7,8,2,3,proof,[(((((triple7) -> rule1)) -> rule2))]
